column_0,column_1,column_2,column_3,column_4,participant,trial,period
-14.693056,-7.3009763,-23.062174,-5.9900165,-2.9828022,1,70,planning
-26.001347,-14.541164,35.801662,2.3597956,15.210616,1,71,baseline
-2.9246418,-16.122099,-4.3121147,4.983224,1.1395093,1,71,feedback
-5.334119,-7.799246,-8.574535,-5.923513,-1.8889897,1,71,planning
-18.107746,-13.050741,12.67682,-2.7668276,7.594487,1,72,baseline
-16.273674,-25.715324,10.824955,5.3788657,-3.6244645,1,72,feedback
-8.88705,-5.347813,-8.834199,-4.045898,-1.85213,1,72,planning
-32.44157,-22.853035,25.030506,1.4609747,6.8328657,1,73,baseline
0.85911775,-21.139982,-6.4733806,6.0245266,-4.220326,1,73,feedback
-8.770466,-14.909696,-13.15448,-7.1779494,-4.119741,1,73,planning
-24.958632,-12.736039,19.40399,4.8292127,8.51489,1,74,baseline
-13.575207,-18.986017,17.633703,4.252445,-3.657184,1,74,feedback
-8.704058,0.2397908,-6.914753,-6.2788477,-1.9107838,1,74,planning
-39.139713,-8.5829935,40.02339,-1.629713,12.988939,1,75,baseline
-9.942966,-18.850626,27.630617,3.5729966,0.5661013,1,75,feedback
-11.007937,-9.596336,-34.84782,-2.9405062,-2.8723245,1,75,planning
-35.54624,-3.7279801,21.482838,-0.182374,10.772155,1,76,baseline
-5.100795,-26.979095,20.233894,2.9626634,-2.7197428,1,76,feedback
-16.284391,2.1424708,-21.151085,-5.665547,-0.8201426,1,76,planning
-30.87732,-14.508629,35.876183,-1.0274849,6.345544,1,77,baseline
-5.2111807,-17.064453,18.825289,5.9035053,-3.926473,1,77,feedback
-10.662522,-10.943557,-20.980734,-6.7145295,0.57767487,1,77,planning
-29.98694,-5.3708234,24.010971,9.693039,2.3955388,1,78,baseline
-6.217537,-14.667247,5.634493,5.8099327,-1.7753819,1,78,feedback
-12.871911,-10.668215,-17.126045,-4.343593,1.6464119,1,78,planning
-15.490172,-19.368406,5.421976,-9.598745,10.316009,1,79,baseline
1.6609304,-19.843792,3.6165397,4.170308,-2.2872157,1,79,feedback
-1.1439545,-3.0126524,-13.998755,-5.230332,-3.498478,1,79,planning
-38.775597,-16.93157,14.195339,-0.92607355,12.270757,1,80,baseline
-4.5471134,-18.19098,-3.86203,1.9857098,-2.5894346,1,80,feedback
-16.765219,-13.991987,-15.644036,-3.164691,-3.2648401,1,80,planning
-26.244343,-17.44279,14.485243,4.510102,9.117969,1,81,baseline
-2.4112098,-16.939379,-4.5786667,4.6203485,-3.4134104,1,81,feedback
-11.67121,-7.620268,-3.3191593,-4.5592656,1.4338067,1,81,planning
-27.11278,-16.119009,16.524982,-0.7482538,8.234883,1,82,baseline
-5.1248,-25.137245,8.674236,3.639227,0.4327449,1,82,feedback
-11.703853,-1.7209461,-5.383805,-4.680114,1.6052523,1,82,planning
-27.982695,-15.403116,11.375647,-0.20147753,17.908808,1,83,baseline
-0.9079398,-18.51334,0.8138671,1.857855,-2.6850252,1,83,feedback
-16.426561,-11.821585,-5.681571,-6.1814013,-2.756275,1,83,planning
-17.413729,-13.19531,17.16229,-0.8772068,9.641379,1,84,baseline
-5.461404,-14.481077,-0.5991473,4.606626,-2.307371,1,84,feedback
-8.386669,-5.8428726,-15.34585,-4.796107,-3.3344622,1,84,planning
-38.558434,-11.531001,14.09213,-3.1808953,14.779602,1,85,baseline
-4.80755,-9.53409,-18.408363,5.3443913,-2.4926665,1,85,feedback
-3.3304572,-3.3145688,-20.035673,-5.008451,-5.107617,1,85,planning
-42.66295,-11.97272,29.197773,-5.0567226,12.056492,1,86,baseline
-4.9833307,-20.241217,4.2300863,7.012907,-2.5169997,1,86,feedback
-19.872757,-4.7287025,-18.121141,-7.6570234,-1.2918649,1,86,planning
-46.12898,-20.211515,24.077501,-1.2014284,16.147375,1,87,baseline
-9.650272,-24.644316,2.1779928,6.9504466,-3.4603121,1,87,feedback
-23.305769,-20.689032,-17.690218,-5.4871845,1.4282129,1,87,planning
-41.858902,-20.536419,24.884014,1.5883665,12.480049,1,88,baseline
