participant,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
79,2024.8,2031.3,2040.95,2041.85,2047.25,2067.95,2084.65,2095.05,2104.1,2132.1,2114.75,2119.3,2113.95,2116.2,2117.35,2126.7,2121.55,2121.85,2124.2,2156.3,2163.6,2177.05,2191.75,2178.5,2176.5,2178.5,2169.65,2173.25,2184.25,2178.95,2184.95,2197.55,2196.55,2211.5,2203.15,2198.65,2206.25,2220.5,2234.7,2253.5,2249.4,2272.05,2273.9,2279.65,2270.55,2278.3,2276.15,2271.4,2268.8,2325.7,2323.95,2332.45,2320.95,2315.25,2288.2,2281.95,2278.95,2262.2,2236.65,2291.05,2275.75,2261.45,2278.85,2262.95,2272.95,2253.15,2222.75,2209.05,2188.45,2192.85,2213.75,2184.2,2184.95,2165.7,2150.05,2122.6,2103.4,2066.7,2049.05,2023.15,2042.2,2026.9,2036.4,2031.5,2026.25,2029.85,2028.7,2019.8,2029.4,2064.6,2054.35,2054.7,2048.8,2049.85,2043.2,2064.45,2058.65,2054.75,2037.3,2079.5
80,1993.3,2001.9,2009.7,2006.5,1984.8,1961.7,1952.4,1938.4,1933.3,1958.6,1920.4,1901.15,1882.7,1860.9,1841.25,1837.85,1822.75,1797.75,1792.0,1829.2,1857.35,1882.55,1908.55,1931.6,1956.8,1979.35,1999.65,2025.7,2054.15,2089.15,2092.45,2107.65,2118.9,2112.8,2124.7,2135.35,2150.7,2170.5,2180.6,2170.8,2167.65,2159.7,2151.3,2149.05,2135.3,2107.4,2087.2,2083.1,2072.15,2089.85,2086.4,2075.6,2051.95,2040.25,2035.25,2026.0,2012.15,1997.85,1979.8,2051.1,2049.45,2040.1,2042.75,2033.65,2030.05,2033.3,2017.7,2015.45,2017.75,2078.25,2107.15,2122.35,2141.85,2160.9,2184.1,2210.0,2227.55,2249.25,2269.7,2314.5,2342.55,2370.6,2400.1,2427.15,2455.45,2483.15,2509.1,2536.85,2565.95,2610.95,2612.75,2617.1,2625.2,2628.05,2635.25,2641.7,2641.25,2641.3,2648.0,2709.0
81,2022.0,2044.55,2038.95,2055.4,2071.85,2071.05,2071.05,2063.2,2055.1,2082.3,2099.0,2113.55,2133.7,2150.25,2175.05,2200.7,2210.15,2222.1,2224.25,2255.65,2262.15,2267.8,2289.95,2304.4,2299.35,2292.9,2297.15,2303.45,2318.0,2338.1,2356.15,2364.0,2366.6,2381.3,2390.05,2398.95,2402.65,2424.4,2421.7,2456.9,2461.45,2477.85,2489.8,2492.15,2487.9,2495.15,2504.9,2498.25,2512.85,2528.85,2534.95,2542.0,2553.55,2567.85,2577.95,2580.35,2584.9,2602.45,2614.35,2646.35,2667.9,2693.2,2706.25,2733.05,2758.45,2779.95,2796.4,2820.1,2853.15,2876.35,2881.95,2903.35,2911.95,2922.3,2927.85,2938.35,2950.2,2966.7,2976.7,3000.4,2999.7,3000.3,3030.5,3051.75,3055.4,3084.05,3074.1,3093.85,3118.4,3155.3,3165.4,3170.0,3179.7,3180.6,3190.1,3213.1,3227.5,3245.05,3267.45,3287.25
82,1960.0,1985.5,1998.05,1994.85,1965.95,1979.45,1971.45,1984.45,1957.2,2000.3,2000.3,1995.6,1998.05,1980.6,1941.05,1911.65,1900.75,1879.5,1882.7,1852.8,1855.7,1847.2,1815.6,1787.3,1786.6,1782.55,1765.9,1749.75,1741.95,1769.05,1735.2,1709.7,1695.1,1682.55,1688.45,1680.35,1689.45,1692.9,1696.5,1704.0,1705.35,1709.7,1702.4,1680.2,1688.0,1686.2,1688.5,1697.9,1692.45,1709.25,1729.15,1703.1,1702.05,1683.05,1664.9,1646.5,1629.75,1627.0,1613.15,1651.55,1644.05,1637.4,1629.35,1600.3,1596.5,1606.6,1604.9,1601.7,1602.6,1604.8,1602.45,1612.25,1621.7,1617.75,1609.55,1608.35,1608.65,1587.75,1588.55,1603.55,1581.0,1567.0,1549.3,1518.0,1464.2,1448.75,1425.95,1410.85,1388.25,1375.75,1366.85,1368.35,1318.65,1301.15,1294.95,1275.35,1269.75,1238.75,1250.15,1279.45
83,2007.35,2015.4,1982.6,1978.85,1963.7,1938.0,1931.3,1912.6,1873.85,1926.35,1926.6,1903.2,1882.05,1884.3,1865.45,1851.25,1837.1,1833.15,1816.1,1852.5,1831.3,1832.9,1844.55,1869.15,1876.05,1880.5,1880.05,1876.1,1877.9,1904.2,1915.05,1927.55,1921.25,1919.7,1925.1,1930.0,1935.65,1932.1,1921.3,1950.0,1960.2,1966.65,1959.6,1960.9,1960.15,1962.85,1963.45,1977.8,1978.9,2006.8,2031.85,2055.15,2084.3,2112.05,2137.55,2162.7,2191.45,2217.8,2246.65,2294.15,2312.25,2319.3,2329.25,2336.4,2336.7,2338.6,2335.8,2348.7,2352.85,2396.15,2403.7,2414.2,2416.4,2427.3,2440.0,2442.5,2461.5,2472.5,2477.25,2523.95,2538.5,2552.3,2564.9,2581.85,2600.8,2612.9,2624.75,2633.4,2640.25,2679.55,2678.75,2677.15,2668.85,2645.25,2642.55,2639.55,2630.75,2635.05,2632.25,2639.25
84,2024.65,2036.45,2047.85,2059.55,2074.95,2076.95,2083.8,2097.35,2111.3,2160.6,2185.7,2160.55,2151.6,2164.9,2154.15,2155.8,2152.9,2151.05,2159.55,2180.05,2188.95,2161.65,2149.55,2122.1,2120.6,2114.9,2122.15,2125.3,2127.1,2180.4,2192.3,2201.5,2179.9,2171.3,2170.85,2183.3,2169.05,2164.0,2151.55,2179.45,2155.35,2131.15,2106.55,2097.2,2097.6,2113.95,2107.15,2095.5,2089.45,2078.95,2055.45,2021.4,1997.7,1968.9,1959.55,1950.65,1929.85,1923.05,1894.85,1921.35,1881.85,1882.55,1877.65,1866.65,1877.1,1885.0,1894.0,1878.85,1882.4,1908.5,1859.95,1857.2,1864.1,1844.45,1842.6,1846.15,1848.2,1842.2,1830.7,1854.3,1857.6,1837.9,1824.05,1803.55,1795.2,1792.95,1793.0,1729.8,1698.2,1700.4,1728.35,1712.55,1726.3,1729.45,1735.2,1734.15,1736.4,1751.8,1771.9,1796.3
85,1995.6,1973.35,1958.8,1957.0,1938.5,1932.85,1924.3,1921.15,1916.35,1972.35,1936.95,1919.45,1929.15,1922.45,1903.85,1882.35,1883.05,1864.65,1863.15,1886.35,1910.6,1937.8,1966.35,1993.1,2021.05,2047.05,2075.45,2104.55,2134.1,2182.6,2141.35,2110.75,2115.15,2105.15,2095.0,2095.5,2069.55,2091.3,2088.2,2110.5,2101.35,2080.4,2074.3,2060.5,2044.95,2018.15,1994.8,1974.1,1951.95,2023.05,2028.1,2035.65,2072.2,2088.75,2091.75,2106.5,2105.15,2115.5,2116.25,2130.35,2140.95,2141.05,2139.35,2140.15,2131.65,2134.45,2138.85,2131.65,2147.65,2127.35,2116.55,2118.25,2134.75,2120.05,2097.05,2087.95,2068.95,2037.3,2018.8,1996.5,1985.5,2002.1,1982.8,1965.6,1962.9,1964.7,1933.5,1934.0,1933.0,1959.3,1960.45,1955.45,1943.55,1939.95,1928.45,1918.3,1917.15,1887.55,1881.1,1921.8
86,1989.9,1979.7,1978.65,1969.65,1971.0,1958.35,1956.45,1959.1,1948.55,1992.75,1973.35,1956.8,1942.45,1926.3,1915.2,1890.05,1873.7,1858.55,1843.95,1917.65,1888.85,1872.4,1869.1,1878.25,1872.25,1868.25,1865.8,1850.6,1849.2,1885.5,1883.35,1876.2,1881.2,1882.9,1888.75,1897.2,1883.85,1889.7,1893.7,1935.7,1912.95,1905.45,1865.45,1860.45,1862.95,1849.65,1842.55,1833.9,1780.5,1799.3,1772.7,1789.7,1799.9,1808.4,1821.55,1824.05,1836.5,1844.25,1861.4,1909.9,1910.0,1906.4,1912.9,1908.85,1927.4,1920.85,1944.3,1954.85,1949.5,1973.4,1931.85,1940.7,1941.75,1941.6,1934.95,1929.5,1922.6,1923.75,1901.65,1958.45,1950.4,1938.5,1935.8,1936.55,1935.3,1936.05,1941.1,1937.5,1947.35,1967.15,1973.75,1969.25,1971.15,1965.3,1963.75,1988.9,2004.55,2008.4,2001.75,1999.55
87,2028.5,1988.5,1988.5,1963.5,1961.0,1943.5,1888.5,1881.0,1848.5,1808.5,1772.1,1801.3,1810.55,1812.95,1814.4,1823.05,1841.2,1841.7,1844.9,1882.9,1883.3,1885.5,1889.3,1889.7,1898.25,1909.4,1913.8,1928.2,1931.4,1970.7,1949.75,1933.05,1916.4,1917.3,1905.85,1904.45,1886.75,1884.8,1869.9,1884.1,1853.65,1865.2,1863.5,1833.75,1832.4,1811.2,1806.2,1813.95,1801.2,1833.6,1839.2,1844.75,1856.3,1846.6,1868.9,1887.6,1895.55,1895.35,1913.2,1930.2,1934.3,1952.6,1960.8,1965.7,1966.65,1964.95,1942.35,1936.85,1927.15,1934.85,1957.75,1959.25,1953.25,1956.95,1963.95,1982.45,1989.35,2003.15,1997.55,2018.65,2016.85,2024.95,2012.85,2036.45,2026.25,2033.95,2051.85,2057.15,2070.05,2053.85,2035.25,2039.85,2059.85,2064.95,2057.55,2035.85,2034.15,2029.45,2031.65,2032.85
88,1970.0,1948.0,1944.9,1925.0,1907.8,1872.7,1809.2,1769.2,1729.9,1734.9,1769.05,1745.15,1738.25,1713.2,1704.75,1717.0,1690.5,1686.95,1680.7,1701.5,1709.7,1721.7,1698.45,1678.6,1662.0,1655.15,1629.7,1633.95,1641.9,1644.1,1625.55,1614.25,1616.95,1596.3,1580.55,1581.25,1575.3,1554.0,1566.05,1608.85,1601.25,1587.45,1571.05,1571.55,1542.75,1516.65,1501.45,1505.25,1493.85,1471.05,1471.1,1470.35,1478.35,1479.65,1484.1,1482.55,1481.95,1484.65,1492.1,1547.0,1534.3,1536.7,1522.6,1523.1,1532.3,1524.6,1506.5,1500.0,1484.5,1515.0,1532.95,1529.95,1535.3,1532.45,1535.0,1531.5,1539.6,1530.3,1549.05,1552.85,1562.05,1553.45,1550.95,1562.15,1550.05,1542.75,1546.05,1522.55,1514.55,1521.05,1530.0,1521.2,1530.95,1522.95,1549.5,1566.85,1570.2,1547.8,1537.85,1519.75
89,1984.35,1975.45,1956.55,1942.95,1929.35,1940.3,1935.5,1922.15,1911.45,1937.55,1925.75,1881.45,1838.75,1794.45,1761.45,1738.45,1703.45,1643.15,1626.85,1654.35,1668.05,1641.05,1624.6,1620.8,1600.65,1575.1,1590.85,1571.8,1573.25,1582.15,1553.15,1557.75,1551.0,1542.35,1529.75,1543.05,1539.0,1521.9,1509.45,1552.75,1552.85,1545.55,1532.85,1518.8,1532.85,1521.65,1526.25,1528.8,1528.65,1571.15,1548.1,1545.9,1546.55,1529.75,1535.95,1543.95,1556.5,1558.2,1545.0,1590.5,1587.9,1568.1,1579.55,1568.5,1572.9,1571.95,1585.65,1577.35,1577.2,1609.8,1611.5,1618.1,1629.2,1623.8,1632.95,1641.25,1655.2,1633.2,1644.05,1666.55,1667.75,1638.4,1642.95,1639.2,1633.15,1642.6,1642.8,1641.7,1632.6,1640.2,1640.65,1625.5,1634.35,1626.45,1630.35,1634.85,1631.45,1638.7,1649.1,1690.3
90,2023.7,2027.65,2044.9,2067.95,2075.15,2102.2,2120.75,2119.7,2122.95,2162.85,2181.1,2194.65,2214.05,2236.3,2260.1,2289.05,2314.95,2341.25,2370.3,2420.3,2408.8,2422.95,2431.0,2429.55,2432.3,2426.2,2437.8,2445.0,2456.45,2500.95,2514.75,2523.5,2537.4,2558.75,2555.95,2550.8,2558.55,2561.55,2574.0,2612.2,2612.9,2596.3,2567.1,2547.0,2515.05,2510.95,2493.25,2462.75,2461.1,2476.3,2500.0,2485.4,2479.25,2468.25,2455.65,2438.65,2450.9,2441.75,2453.05,2476.25,2452.7,2461.75,2431.3,2409.6,2411.35,2399.9,2393.45,2398.45,2370.0,2391.2,2415.3,2414.0,2417.25,2417.6,2411.3,2404.95,2397.5,2399.6,2390.25,2436.35,2423.8,2419.4,2428.6,2407.25,2417.9,2411.9,2402.35,2404.05,2397.5,2442.0,2452.75,2450.5,2454.7,2469.25,2485.15,2486.3,2495.8,2515.3,2520.35,2546.55
91,1985.0,1957.5,1960.0,1935.0,1900.0,1880.0,1840.0,1787.5,1757.5,1750.0,1759.6,1735.15,1741.65,1753.4,1757.85,1753.45,1747.15,1747.35,1732.5,1759.6,1773.05,1781.2,1781.45,1798.05,1815.85,1819.6,1828.3,1834.9,1852.9,1872.4,1873.4,1886.2,1884.6,1890.1,1899.9,1902.3,1906.5,1899.3,1912.5,1916.4,1904.45,1926.15,1914.9,1923.5,1905.65,1860.3,1855.7,1868.95,1850.6,1860.1,1866.8,1848.8,1851.1,1821.0,1821.9,1758.7,1745.3,1738.7,1665.4,1670.2,1672.25,1663.2,1648.25,1632.1,1607.25,1584.75,1580.3,1593.95,1579.8,1577.8,1564.8,1598.7,1583.7,1583.75,1586.85,1545.3,1537.85,1534.65,1514.9,1503.0,1460.5,1470.5,1460.5,1473.0,1433.0,1388.0,1363.0,1300.5,1293.0,1253.0,1243.45,1220.5,1242.55,1262.5,1251.75,1235.35,1206.35,1188.1,1161.45,1163.35
92,1971.3,1948.3,1933.1,1911.75,1892.5,1857.55,1832.85,1835.85,1819.25,1846.55,1829.1,1812.35,1805.05,1799.15,1791.85,1792.9,1794.55,1798.1,1790.15,1864.75,1852.95,1876.75,1878.15,1894.0,1898.95,1878.35,1870.0,1870.4,1864.8,1873.2,1888.15,1894.2,1904.7,1898.05,1905.65,1913.15,1917.3,1918.5,1925.45,1980.55,1935.75,1951.75,1949.1,1958.35,1946.4,1947.55,1942.05,1936.55,1940.95,1982.55,1986.85,1987.15,1962.3,1936.15,1929.55,1913.85,1904.75,1887.75,1881.2,1907.3,1920.6,1931.75,1956.8,1976.0,1973.4,1979.25,1995.0,2018.6,2030.45,2065.25,2047.3,2041.6,2022.75,2009.65,1994.8,1983.25,1957.65,1930.3,1914.9,1939.8,1931.75,1939.75,1939.0,1932.45,1929.05,1933.05,1932.75,1933.45,1936.65,1992.45,2012.85,2003.2,2019.2,2018.25,2015.85,2024.5,2024.85,2033.95,2040.0,2066.3
93,1962.7,1948.1,1924.3,1907.6,1894.6,1872.1,1838.5,1827.6,1795.9,1836.6,1836.4,1848.5,1852.4,1831.5,1837.3,1859.3,1859.4,1858.4,1866.2,1898.7,1883.9,1882.4,1888.95,1882.9,1883.35,1886.65,1888.05,1883.6,1877.2,1885.0,1893.05,1886.85,1875.05,1854.6,1833.45,1837.0,1833.2,1827.25,1819.55,1827.15,1848.2,1843.95,1854.0,1830.8,1840.1,1831.85,1831.85,1828.4,1806.95,1836.25,1816.35,1817.55,1803.35,1819.75,1828.95,1839.25,1836.55,1828.75,1815.65,1819.25,1843.3,1849.85,1867.6,1880.75,1897.25,1921.75,1947.35,1966.15,1993.65,2038.15,2050.85,2068.45,2091.85,2087.95,2108.05,2124.05,2144.8,2155.35,2178.35,2196.85,2207.6,2196.85,2202.5,2205.35,2226.3,2241.15,2245.5,2245.8,2246.25,2265.75,2243.25,2213.75,2183.95,2185.85,2203.75,2207.75,2190.25,2162.65,2168.85,2161.55
94,2028.7,2023.65,2014.95,2016.0,2016.45,2005.9,2008.8,1997.8,1991.6,2052.0,2060.5,2068.75,2080.0,2075.25,2080.3,2074.5,2081.95,2088.4,2079.55,2112.25,2092.0,2091.65,2071.85,2074.7,2072.35,2081.05,2074.45,2072.45,2056.75,2117.25,2085.85,2092.8,2091.85,2091.6,2104.3,2093.55,2064.05,2036.05,2015.95,1997.75,1978.15,1964.9,1949.3,1953.7,1925.15,1908.5,1909.8,1917.45,1896.55,1891.75,1886.75,1884.4,1873.5,1864.45,1885.45,1893.5,1903.95,1894.7,1894.95,1934.15,1942.8,1928.75,1927.45,1922.5,1924.05,1926.6,1938.5,1941.45,1924.7,1957.3,1941.3,1940.6,1935.5,1938.95,1939.65,1922.75,1911.05,1893.85,1885.4,1907.8,1928.2,1958.25,1958.65,1967.75,1984.8,1988.2,1997.85,2000.05,1991.85,2022.15,2016.5,1994.7,2003.9,1996.55,1995.75,1989.45,2006.4,2009.1,2009.75,2060.65
95,2030.5,2037.2,2006.9,2012.35,2017.75,2027.0,2026.75,2028.4,2021.6,2047.2,2002.05,1995.3,1990.45,1981.2,1983.7,1962.65,1949.85,1941.85,1955.4,1973.6,1961.75,1945.95,1960.15,1933.1,1928.8,1933.2,1939.35,1913.0,1894.8,1913.5,1911.0,1904.6,1911.75,1907.45,1898.65,1855.2,1833.8,1816.55,1806.5,1822.8,1810.9,1829.2,1812.45,1818.9,1824.65,1812.35,1795.7,1786.4,1774.45,1775.75,1786.85,1784.2,1776.95,1776.95,1770.3,1780.2,1791.25,1773.65,1776.9,1790.8,1784.25,1776.5,1794.8,1802.3,1817.3,1815.95,1820.95,1813.15,1814.1,1810.2,1806.5,1810.15,1799.6,1812.85,1801.7,1794.6,1807.4,1818.65,1830.65,1855.45,1860.35,1863.95,1881.35,1885.15,1891.05,1893.95,1897.75,1892.15,1874.75,1895.95,1894.75,1904.85,1909.55,1923.05,1918.1,1923.0,1928.95,1932.25,1942.55,1960.65
96,1965.0,1992.65,2000.05,1964.45,1961.1,1963.0,1972.55,1977.2,1984.8,2012.8,2005.8,1968.45,1966.35,1933.7,1940.6,1941.3,1945.2,1957.7,1939.4,1946.4,1963.8,1967.55,1970.7,1962.4,1971.15,1956.45,1962.75,1957.5,1961.75,1973.15,1948.15,1939.35,1913.65,1886.75,1847.45,1827.55,1818.75,1791.65,1780.45,1825.35,1817.8,1796.2,1779.15,1782.45,1775.7,1774.3,1733.1,1725.35,1713.55,1750.95,1757.2,1756.9,1767.9,1773.9,1773.5,1767.75,1784.75,1779.1,1794.2,1800.0,1797.7,1808.6,1810.65,1816.5,1831.65,1831.4,1842.05,1840.55,1831.55,1860.05,1881.75,1896.95,1916.15,1931.45,1941.45,1957.05,1981.25,2003.25,2024.15,2054.25,2046.6,2035.85,2043.75,2050.35,2033.9,2053.8,2060.6,2057.45,2052.3,2076.2,2076.75,2074.75,2082.05,2085.9,2103.85,2108.25,2131.1,2154.85,2171.1,2209.6
97,2025.65,2041.95,2023.9,2032.8,2035.9,2037.45,2051.6,2061.6,2054.1,2090.9,2091.2,2061.05,2045.45,2052.6,2037.9,2045.85,2047.8,2044.75,2038.55,2044.15,2014.85,2020.7,2023.45,2010.65,2015.65,2020.15,2010.95,2013.65,2017.5,2059.6,2045.65,2032.05,2014.2,2001.4,1991.65,1992.45,1989.0,1969.3,1948.8,1979.5,2000.1,2003.1,1997.5,1997.4,1998.1,2002.15,2000.35,2014.75,2028.25,2069.15,2067.55,2055.55,2060.95,2052.75,2051.95,2040.5,2039.05,2014.65,2008.25,2066.75,2060.8,2076.05,2062.85,2047.3,2048.65,2048.25,2043.9,2026.05,2003.1,2033.0,2025.9,1981.55,1994.35,2003.85,2007.75,2012.85,2029.45,2038.25,2033.65,2071.35,2066.0,2071.2,2067.1,2059.15,2046.65,2039.3,2012.4,2021.4,2010.45,2043.15,2035.15,2026.95,2019.45,2001.65,1990.1,1987.65,1970.55,1977.25,1954.05,1994.65
98,2001.1,1994.4,2005.15,2020.75,2010.2,2017.5,2000.05,1969.45,1971.35,1994.65,1963.65,1940.65,1925.25,1892.45,1884.25,1846.65,1804.15,1796.65,1764.15,1749.15,1711.65,1696.65,1671.65,1619.15,1606.65,1624.15,1549.15,1521.65,1496.65,1499.15,1486.65,1474.15,1497.6,1509.4,1492.5,1484.35,1489.05,1485.7,1483.0,1513.9,1539.4,1568.4,1595.9,1623.4,1643.9,1666.4,1690.9,1712.4,1734.9,1763.9,1773.1,1767.1,1771.6,1759.2,1776.5,1774.2,1786.5,1787.3,1805.9,1805.6,1800.9,1803.2,1776.2,1762.5,1762.0,1743.7,1722.8,1700.5,1675.9,1678.3,1676.9,1672.3,1681.7,1673.0,1669.0,1673.8,1660.9,1640.8,1653.7,1654.7,1626.3,1634.9,1625.3,1630.3,1630.3,1640.5,1629.9,1635.1,1636.0,1629.5,1627.9,1613.35,1607.1,1575.8,1561.05,1558.6,1547.2,1556.8,1550.0,1541.3
99,2029.05,2062.55,2008.05,2034.8,2044.0,2026.15,2027.45,2035.45,2035.3,2070.4,2055.5,2031.4,1990.9,1986.75,1967.05,1950.1,1926.05,1917.85,1941.3,1937.4,1953.3,1954.4,1971.8,1981.85,1996.85,2002.45,2018.0,2043.6,2070.1,2116.9,2140.1,2131.6,2134.0,2124.1,2110.7,2085.4,2080.8,2064.8,2030.3,2026.1,2024.3,2002.7,1999.7,1971.3,1977.65,1983.5,1999.0,1999.65,2002.2,2040.0,2070.5,2092.0,2109.7,2136.2,2162.5,2181.8,2212.65,2234.1,2258.15,2292.15,2292.65,2291.15,2279.95,2278.85,2286.05,2298.95,2290.85,2287.65,2290.15,2280.75,2263.25,2248.25,2208.25,2158.25,2150.75,2120.75,2075.75,2060.75,2043.25,2030.75,2055.25,2072.45,2094.45,2109.9,2129.0,2147.3,2170.7,2192.6,2220.95,2270.15,2237.65,2200.15,2212.65,2185.15,2152.65,2152.65,2102.65,2070.15,2052.65,2020.15
100,2000.0,1976.9,1967.1,1939.7,1913.4,1891.85,1862.9,1858.2,1812.0,1842.6,1783.2,1744.6,1717.9,1695.2,1645.2,1628.1,1619.1,1587.3,1571.6,1609.1,1616.8,1596.4,1562.6,1499.2,1484.7,1463.5,1422.9,1369.1,1351.4,1373.9,1344.0,1334.45,1324.25,1280.5,1261.15,1235.85,1218.15,1215.2,1211.15,1256.75,1206.05,1166.85,1130.75,1084.15,1042.75,1009.05,981.15,948.55,939.05,991.55,955.55,915.85,889.35,854.95,820.75,773.95,749.85,721.05,689.15,746.65,727.95,692.15,672.65,660.35,641.45,592.45,570.45,522.25,472.55,552.55,526.55,502.15,481.95,444.65,427.35,398.65,370.45,336.05,302.15,339.65,298.15,249.45,210.85,200.15,194.55,151.25,97.35,76.15,62.45,84.95,90.25,52.65,34.65,-33.95,-59.35,-67.15,-104.95,-139.05,-157.85,-132.85
101,1957.7,1953.9,1943.3,1940.6,1940.1,1941.45,1945.6,1945.45,1944.85,1987.95,1986.9,1991.15,1987.0,1993.05,1985.6,1980.85,1968.5,1962.85,1930.35,1932.65,1956.0,1976.9,2001.1,2027.85,2048.6,2078.6,2108.9,2138.85,2167.5,2204.0,2200.35,2187.85,2170.0,2158.6,2155.95,2153.75,2141.1,2114.7,2098.55,2114.85,2099.3,2091.4,2074.9,2081.05,2058.6,2050.45,2054.2,2044.35,2050.9,2050.6,2056.9,2045.5,2025.6,2031.35,2011.45,2004.65,1992.5,1981.4,1983.35,2045.55,2044.1,2038.1,2053.6,2046.0,2049.55,2068.1,2082.55,2079.25,2083.05,2119.75,2123.6,2116.15,2126.05,2117.3,2118.4,2132.6,2138.9,2147.5,2157.35,2210.15,2203.9,2197.75,2195.1,2191.15,2197.6,2187.9,2178.95,2170.8,2174.7,2223.9,2231.85,2232.85,2233.15,2232.6,2234.75,2244.85,2239.95,2228.5,2237.9,2291.4
102,1960.0,1965.5,1967.2,1983.8,1978.3,1988.95,2001.35,2005.3,2018.95,2048.35,2054.45,2057.15,2051.45,2041.95,2034.95,2022.5,2013.55,2003.8,1997.8,2044.1,2057.9,2082.3,2115.0,2124.75,2134.65,2146.45,2144.1,2160.9,2169.2,2198.9,2192.15,2194.3,2192.9,2201.2,2211.85,2216.7,2224.9,2230.05,2232.4,2293.0,2314.0,2340.5,2360.5,2387.5,2413.5,2442.5,2465.5,2492.5,2514.5,2543.0,2550.7,2557.3,2548.2,2539.0,2521.6,2508.8,2488.6,2445.9,2396.8,2387.7,2368.4,2338.7,2340.55,2310.2,2306.75,2323.3,2330.0,2364.7,2374.4,2398.2,2418.7,2444.7,2469.2,2496.7,2518.7,2539.2,2565.7,2595.2,2622.2,2648.2,2671.15,2701.05,2731.55,2761.2,2789.1,2816.2,2844.65,2870.05,2896.6,2938.1,2966.0,2993.55,3021.55,3049.1,3076.75,3103.5,3133.35,3162.45,3189.7,3239.7
103,2027.0,2013.4,2018.1,2010.3,2021.25,2016.05,2014.6,2017.9,2001.7,2042.8,2035.3,2039.4,2037.55,2030.85,2030.2,2041.4,2038.8,2041.1,2049.0,2101.6,2091.05,2086.35,2077.3,2069.15,2043.0,2045.6,2038.0,2044.95,2027.6,2081.9,2072.95,2049.15,2033.0,2027.4,2007.5,1990.5,1956.15,1935.75,1909.2,1951.3,1949.15,1955.6,1943.55,1934.65,1928.7,1921.75,1930.5,1928.95,1926.75,1946.05,1933.55,1937.85,1935.85,1937.05,1925.5,1916.3,1912.3,1916.7,1878.55,1894.25,1905.2,1914.55,1926.3,1927.15,1925.05,1936.9,1939.3,1948.7,1954.8,1996.9,1987.05,1974.0,1964.9,1947.9,1943.6,1925.7,1921.25,1902.5,1898.6,1957.1,1934.2,1920.45,1911.05,1880.55,1864.7,1859.45,1860.85,1865.25,1853.45,1902.05,1897.0,1884.9,1868.3,1876.4,1857.65,1849.95,1837.9,1831.45,1841.9,1881.2
104,1972.5,1982.5,1972.05,1951.15,1926.05,1903.05,1906.05,1904.35,1879.45,1887.55,1898.7,1898.7,1899.2,1894.2,1899.3,1901.1,1903.35,1907.8,1918.3,1969.3,1957.95,1960.4,1965.05,1979.9,1992.05,2001.15,2002.1,2017.65,2016.65,2038.05,2035.05,2038.15,2051.45,2053.4,2062.95,2069.45,2082.15,2084.45,2091.6,2142.6,2162.1,2178.1,2198.85,2210.45,2220.65,2228.0,2230.4,2234.9,2245.2,2287.1,2311.05,2337.35,2355.25,2374.0,2396.6,2410.7,2427.0,2443.75,2463.0,2511.3,2512.9,2516.0,2512.45,2521.95,2519.4,2514.55,2523.2,2527.35,2526.85,2578.85,2583.3,2603.75,2619.3,2619.4,2629.35,2637.65,2635.85,2647.25,2659.85,2688.05,2685.25,2637.75,2610.25,2605.25,2585.25,2577.75,2540.25,2520.25,2477.75,2452.75,2450.85,2437.55,2428.3,2410.2,2401.8,2414.1,2410.35,2394.65,2378.2,2428.1
105,1967.5,1969.1,1992.2,1988.9,1969.0,1962.15,1955.85,1966.0,1917.05,1931.45,1917.25,1853.55,1861.95,1805.05,1781.75,1760.55,1751.65,1755.55,1744.25,1750.75,1735.15,1734.05,1744.15,1718.95,1687.95,1692.65,1707.35,1715.25,1696.45,1707.35,1676.75,1670.6,1672.4,1670.7,1659.2,1658.85,1665.75,1676.1,1685.9,1733.4,1743.1,1751.9,1768.9,1787.1,1786.35,1803.05,1808.3,1821.3,1845.7,1889.7,1918.35,1947.0,1973.55,2001.9,2030.5,2058.65,2085.2,2113.2,2141.1,2191.1,2219.1,2246.2,2275.45,2303.1,2332.9,2358.85,2385.3,2411.95,2439.1,2489.1,2511.1,2481.1,2439.5,2403.0,2363.1,2332.9,2291.3,2259.7,2220.0,2320.0,2265.6,2230.3,2199.8,2157.1,2127.9,2092.0,2068.0,2027.2,1975.9,2040.9,2017.8,1987.1,1969.4,1954.15,1919.35,1910.65,1888.65,1847.65,1838.8,1899.1
