column_0,column_1,participant,trial,period
18.925554,-22.23446,3,25,baseline
-55.590412,22.898607,3,25,feedback
-23.189411,-23.683279,3,25,planning
61.395058,-17.692514,3,26,baseline
-62.547527,-14.804423,3,26,feedback
2.88169,-36.416718,3,26,planning
78.21814,9.107753,3,27,baseline
30.863297,-19.40446,3,27,feedback
13.614554,-38.90944,3,27,planning
-32.001198,7.856793,3,28,baseline
-36.089222,-21.678497,3,28,feedback
-58.745506,30.948725,3,28,planning
37.25419,13.197216,3,29,baseline
-16.292461,-29.621578,3,29,feedback
-11.116509,-34.835503,3,29,planning
-66.12975,9.257553,3,30,baseline
28.3016,-42.79669,3,30,feedback
-13.328453,68.6323,3,30,planning
-46.99733,-2.0155413,3,31,baseline
22.541613,23.872274,3,31,feedback
55.081665,39.2404,3,31,planning
-42.087357,22.905436,3,32,baseline
16.831482,-14.342988,3,32,feedback
-34.77389,-26.095692,3,32,planning
14.051463,33.19822,3,33,baseline
-56.90184,23.756174,3,33,feedback
-42.588898,45.275642,3,33,planning
31.753347,22.76936,3,34,baseline
52.063637,-16.118418,3,34,feedback
-61.84788,-33.758717,3,34,planning
-0.5713153,31.128536,3,35,baseline
58.866673,-10.17942,3,35,feedback
-57.50917,16.348394,3,35,planning
-0.59294206,31.124128,3,36,baseline
-9.363571,-37.292027,3,36,feedback
-11.797147,-42.149246,3,36,planning
17.671549,30.51008,3,37,baseline
14.213548,42.385906,3,37,feedback
0.51932156,-11.507537,3,37,planning
22.814814,6.296934,3,38,baseline
-27.898912,-43.6305,3,38,feedback
5.606587,-45.54681,3,38,planning
-65.349106,11.190392,3,39,baseline
33.61164,-12.445811,3,39,feedback
17.802687,30.359386,3,39,planning
-41.0552,10.751863,3,40,baseline
-26.656635,-7.5931325,3,40,feedback
-44.66351,-33.333637,3,40,planning
-70.4824,-4.4707346,3,41,baseline
-41.82619,-14.641536,3,41,feedback
-18.513384,17.149231,3,41,planning
-76.474525,-3.536927,3,42,baseline
75.59926,-1.8272461,3,42,feedback
57.622852,0.6018843,3,42,planning
90.201515,13.634064,3,43,baseline
59.970478,-8.380307,3,43,feedback
